disruption_id,segment_id,cause,rainfall_72h_mm,avg_slope_deg,elevation_m,terrain,soil_type,surface_quality,lanes,importance,bridge_count,length_km,susceptibility_class,lsi_score,historic_density_per_km,landslide_volume_m3,runout_distance_m,material,alternate_route_available,month,duration_hours,duration_bucket
DSR-01115,SEG-0013,landslide,194.6,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,404,17,debris,True,7,1.0,under_6h
DSR-02078,SEG-0007,fallen_tree,32.1,1.6,84,plain,alluvial,fair,4,national,2,116.18,low,0.2537,0.0,0,0,none,True,7,25.0,1_3days
DSR-01659,SEG-0049,bridge_damage,256.3,22.3,1450,mountain,weathered_rock,fair,1,national,1,20.47,high,0.6253,2.1006,0,0,none,True,7,641.4,over_3days
DSR-01520,SEG-0037,landslide,280.4,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,26247,66,rock,True,7,203.9,over_3days
DSR-01457,SEG-0029,landslide,225.0,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,12369,122,rock,True,7,28.3,1_3days
DSR-01396,SEG-0018,landslide,172.1,10.2,139,hilly,lateritic,poor,2,national,6,83.56,moderate,0.3867,0.2513,11692,117,rock,True,7,39.3,1_3days
DSR-01606,SEG-0066,landslide,369.9,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,6484,75,debris,True,7,31.0,1_3days
DSR-01240,SEG-0052,landslide,382.9,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,1047,29,earth,True,7,8.6,6_24h
DSR-01894,SEG-0064,fallen_tree,113.9,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,0,0,none,True,7,21.9,6_24h
DSR-01382,SEG-0036,landslide,447.1,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,182,22,rock,True,7,1.0,under_6h
DSR-01426,SEG-0051,landslide,536.2,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,1911,38,rock,True,7,5.4,under_6h
DSR-01207,SEG-0014,landslide,267.8,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,427,25,rock,True,7,2.3,under_6h
DSR-01282,SEG-0052,landslide,446.8,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,12985,95,earth,True,7,94.7,over_3days
DSR-01754,SEG-0052,flood,270.0,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,0,0,none,True,7,382.7,over_3days
DSR-01307,SEG-0015,landslide,476.8,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,3159,25,rock,True,7,20.3,6_24h
DSR-01580,SEG-0013,landslide,753.3,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,1829,43,debris,True,7,8.0,6_24h
DSR-01519,SEG-0052,landslide,433.2,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,5520,46,earth,True,7,51.4,1_3days
DSR-02017,SEG-0058,flood,441.3,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,0,0,none,True,7,76.9,over_3days
DSR-01232,SEG-0036,landslide,238.2,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,6891,58,debris,True,7,10.4,6_24h
DSR-01171,SEG-0069,landslide,80.1,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,2071,57,rock,True,7,20.3,6_24h
DSR-01825,SEG-0058,fallen_tree,90.5,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,0,0,none,True,7,27.5,1_3days
DSR-01252,SEG-0025,landslide,355.4,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,407,16,debris,True,7,2.6,under_6h
DSR-01589,SEG-0014,landslide,74.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,1779,42,earth,True,7,2.1,under_6h
DSR-01435,SEG-0015,landslide,488.6,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,25376,144,earth,True,7,84.2,over_3days
DSR-01153,SEG-0037,landslide,430.0,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,87,15,debris,True,7,1.0,under_6h
DSR-01250,SEG-0025,landslide,86.9,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,237,19,rock,True,7,1.1,under_6h
DSR-01514,SEG-0013,landslide,926.3,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,3263,28,earth,True,7,5.0,under_6h
DSR-01194,SEG-0054,landslide,571.3,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,2371,55,earth,True,7,8.2,6_24h
DSR-01453,SEG-0057,landslide,343.2,21.7,259,hilly,lateritic,fair,2,national,0,52.2,moderate,0.4661,0.4789,15498,109,earth,True,7,5.0,under_6h
DSR-01406,SEG-0026,landslide,597.5,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,11551,67,debris,True,7,15.9,6_24h
DSR-01429,SEG-0012,landslide,540.0,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,372,20,debris,True,7,1.0,under_6h
DSR-01400,SEG-0027,landslide,31.4,33.3,1348,mountain,weathered_rock,fair,2,national,3,31.75,high,0.6513,1.5118,33752,133,rock,True,7,152.8,over_3days
DSR-01533,SEG-0065,landslide,126.6,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,11979,79,debris,True,7,53.6,1_3days
DSR-01189,SEG-0039,landslide,18.4,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,6146,57,rock,True,7,8.4,6_24h
DSR-01615,SEG-0013,landslide,620.7,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,5271,65,earth,True,7,6.7,6_24h
DSR-01190,SEG-0055,landslide,278.7,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,21351,144,rock,True,7,282.5,over_3days
DSR-01212,SEG-0047,landslide,385.3,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,281,22,earth,True,7,1.0,under_6h
DSR-01371,SEG-0065,landslide,147.4,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,4281,68,earth,True,7,33.7,1_3days
DSR-01930,SEG-0069,protest_blockade,40.2,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,0,0,none,True,7,56.8,1_3days
DSR-01413,SEG-0067,landslide,231.6,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,97477,261,debris,True,7,818.2,over_3days
DSR-01672,SEG-0044,road_subsidence,294.5,3.8,23,plain,alluvial,good,2,national,2,50.09,low,0.2667,0.0399,0,0,none,True,7,95.8,over_3days
DSR-01393,SEG-0025,landslide,57.2,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,2643,62,rock,True,7,8.8,6_24h
DSR-01205,SEG-0031,landslide,83.4,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,204,17,debris,True,7,1.2,under_6h
DSR-01374,SEG-0023,landslide,474.1,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,599,17,debris,True,7,1.6,under_6h
DSR-01644,SEG-0046,accident_blockage,45.5,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,0,0,none,True,7,23.4,6_24h
DSR-01235,SEG-0015,landslide,391.2,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,291,20,rock,True,7,1.4,under_6h
DSR-02190,SEG-0011,protest_blockade,37.6,5.7,112,plain,alluvial,fair,4,national,1,42.95,low,0.2769,0.0698,0,0,none,True,7,17.4,6_24h
DSR-01610,SEG-0026,landslide,324.1,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,9223,42,rock,True,7,22.9,6_24h
DSR-01612,SEG-0035,landslide,543.6,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,5779,92,debris,True,7,5.5,under_6h
DSR-01692,SEG-0033,bridge_damage,333.3,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,0,0,none,True,8,902.4,over_3days
DSR-02183,SEG-0042,flood,486.4,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,0,0,none,True,8,23.2,6_24h
DSR-01320,SEG-0046,landslide,454.2,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,407,31,earth,True,8,1.0,under_6h
DSR-01238,SEG-0031,landslide,198.3,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,2170,52,earth,True,8,16.8,6_24h
DSR-01214,SEG-0046,landslide,322.0,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,23391,161,debris,True,8,39.7,1_3days
DSR-01605,SEG-0061,landslide,206.8,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,1230,18,earth,True,8,3.2,under_6h
DSR-01327,SEG-0024,landslide,533.4,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,6010,97,debris,True,8,11.5,6_24h
DSR-01536,SEG-0033,landslide,11.9,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,4934,82,rock,True,8,9.6,6_24h
DSR-01461,SEG-0019,landslide,726.6,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,5696,83,earth,True,8,8.6,6_24h
DSR-01204,SEG-0032,landslide,612.1,37.8,1224,mountain,weathered_rock,fair,2,state,6,50.5,high,0.6374,1.1089,658,30,debris,True,8,2.2,under_6h
DSR-01331,SEG-0063,landslide,47.7,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,2167,56,debris,True,8,7.3,6_24h
DSR-02028,SEG-0024,accident_blockage,172.2,22.5,923,mountain,weathered_rock,fair,2,national,4,51.06,high,0.5596,0.5484,0,0,none,True,8,12.1,6_24h
DSR-01530,SEG-0065,landslide,464.9,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,243,19,debris,True,8,1.3,under_6h
DSR-01522,SEG-0054,landslide,365.2,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,988,37,debris,True,8,9.1,6_24h
DSR-01563,SEG-0053,landslide,72.6,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,407,14,debris,True,8,2.6,under_6h
DSR-01599,SEG-0034,landslide,40.4,27.5,891,mountain,weathered_rock,poor,2,national,3,54.94,high,0.6405,1.0193,471,18,earth,True,8,1.0,under_6h
DSR-01431,SEG-0056,landslide,25.1,13.0,259,hilly,lateritic,fair,2,national,2,94.3,low,0.3544,0.1273,1627,33,earth,True,8,2.5,under_6h
DSR-01439,SEG-0013,landslide,854.8,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,3137,25,rock,True,8,4.9,under_6h
DSR-02056,SEG-0055,flood,606.0,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,0,0,none,True,8,346.6,over_3days
DSR-01215,SEG-0013,landslide,713.7,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,10137,63,rock,True,8,16.7,6_24h
DSR-01918,SEG-0043,flood,253.1,20.5,34,hilly,lateritic,poor,2,national,1,17.57,moderate,0.4617,0.9676,0,0,none,True,8,196.4,over_3days
DSR-01128,SEG-0037,landslide,532.7,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,36352,99,rock,True,8,599.8,over_3days
DSR-01791,SEG-0069,flood,573.9,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,0,0,none,True,8,138.9,over_3days
DSR-02111,SEG-0041,flood,247.2,16.2,52,hilly,lateritic,good,2,national,2,45.87,low,0.3125,0.3052,0,0,none,True,8,156.5,over_3days
DSR-01924,SEG-0014,fallen_tree,78.9,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,0,0,none,True,8,11.3,6_24h
DSR-01590,SEG-0047,landslide,181.7,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,998,44,earth,True,8,2.0,under_6h
DSR-01573,SEG-0058,landslide,349.7,27.3,1002,mountain,weathered_rock,fair,2,national,3,55.82,high,0.626,0.842,654,14,rock,True,8,4.5,under_6h
DSR-01332,SEG-0035,landslide,333.9,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,2041,35,debris,True,8,3.9,under_6h
DSR-01640,SEG-0011,fallen_tree,192.6,5.7,112,plain,alluvial,fair,4,national,1,42.95,low,0.2769,0.0698,0,0,none,True,8,21.2,6_24h
DSR-01349,SEG-0053,landslide,280.5,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,13018,85,rock,True,8,189.3,over_3days
DSR-01627,SEG-0029,accident_blockage,88.3,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,0,0,none,True,8,10.4,6_24h
DSR-01716,SEG-0051,flood,686.7,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,0,0,none,True,8,89.2,over_3days
DSR-01422,SEG-0067,landslide,593.8,17.3,231,hilly,lateritic,fair,1,state,2,38.22,moderate,0.4483,0.5233,2947,54,earth,True,8,17.5,6_24h
DSR-01140,SEG-0065,landslide,408.3,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,1426,28,rock,True,8,28.1,1_3days
DSR-01448,SEG-0059,landslide,66.0,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,11466,111,debris,True,8,51.7,1_3days
DSR-01390,SEG-0025,landslide,350.0,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,416,29,earth,True,8,1.0,under_6h
DSR-01351,SEG-0050,landslide,314.8,33.3,1250,mountain,weathered_rock,poor,1,national,4,14.76,very_high,0.7245,5.6233,156,21,rock,True,8,1.0,under_6h
DSR-01564,SEG-0052,landslide,300.9,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,2939,30,rock,True,8,39.3,1_3days
DSR-01290,SEG-0057,landslide,353.5,21.7,259,hilly,lateritic,fair,2,national,0,52.2,moderate,0.4661,0.4789,2027,26,rock,True,8,2.8,under_6h
DSR-01157,SEG-0048,landslide,292.5,32.0,1650,mountain,weathered_rock,fair,2,national,0,15.63,high,0.6747,3.263,40538,174,earth,True,8,112.6,over_3days
DSR-01256,SEG-0069,landslide,570.1,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,4333,79,earth,True,8,20.9,6_24h
DSR-01410,SEG-0052,landslide,574.8,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,7138,55,debris,True,8,23.0,6_24h
DSR-01737,SEG-0019,fallen_tree,163.6,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,0,0,none,True,8,11.5,6_24h
DSR-01885,SEG-0039,accident_blockage,146.3,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,0,0,none,True,9,18.8,6_24h
DSR-01420,SEG-0069,landslide,109.1,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,4353,51,rock,True,9,46.9,1_3days
DSR-01170,SEG-0046,landslide,422.9,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,2748,48,debris,True,9,1.9,under_6h
DSR-01183,SEG-0022,landslide,223.0,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,101,17,earth,True,9,1.0,under_6h
DSR-01469,SEG-0057,landslide,58.1,21.7,259,hilly,lateritic,fair,2,national,0,52.2,moderate,0.4661,0.4789,422,21,earth,True,9,1.0,under_6h
DSR-01208,SEG-0015,landslide,341.1,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,1575,48,rock,True,9,4.6,under_6h
DSR-01329,SEG-0022,landslide,378.3,22.3,1252,mountain,weathered_rock,fair,2,national,3,19.5,high,0.5848,1.641,9555,94,earth,True,9,11.5,6_24h
DSR-01822,SEG-0036,flood,483.3,38.8,1084,mountain,weathered_rock,good,2,national,0,48.29,high,0.5956,0.8905,0,0,none,True,9,155.4,over_3days
DSR-01145,SEG-0054,landslide,349.9,32.8,1727,mountain,weathered_rock,fair,2,state,4,16.34,high,0.6827,2.9376,5557,75,rock,True,9,23.2,6_24h
DSR-01272,SEG-0014,landslide,617.0,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,3760,56,rock,True,9,13.0,6_24h
DSR-01358,SEG-0066,landslide,148.9,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,6237,69,earth,True,9,35.1,1_3days
DSR-01689,SEG-0004,accident_blockage,116.5,3.7,55,plain,alluvial,good,4,national,0,44.45,low,0.2316,0.1125,0,0,none,True,9,8.8,6_24h
DSR-01550,SEG-0057,landslide,321.8,21.7,259,hilly,lateritic,fair,2,national,0,52.2,moderate,0.4661,0.4789,4157,66,debris,True,9,2.4,under_6h
DSR-01357,SEG-0064,landslide,150.4,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,1375,33,rock,True,9,9.0,6_24h
DSR-01596,SEG-0065,landslide,173.7,24.2,1060,mountain,weathered_rock,fair,1,state,3,49.23,high,0.6127,1.1781,3571,37,rock,True,9,39.4,1_3days
DSR-01380,SEG-0035,landslide,92.8,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,134,11,earth,True,9,1.0,under_6h
DSR-02100,SEG-0033,flood,565.0,14.5,337,hilly,lateritic,good,2,national,1,68.93,low,0.3399,0.1596,0,0,none,True,9,145.9,over_3days
DSR-01121,SEG-0059,landslide,243.0,35.4,1092,mountain,weathered_rock,fair,2,national,7,61.83,very_high,0.7049,1.3586,12227,82,rock,True,9,45.7,1_3days
DSR-01142,SEG-0023,landslide,121.8,23.6,1061,mountain,weathered_rock,fair,2,national,0,27.48,moderate,0.546,1.0917,20013,121,rock,True,9,56.7,1_3days
DSR-01129,SEG-0046,landslide,431.0,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,5327,89,debris,True,9,5.8,under_6h
DSR-01278,SEG-0046,landslide,597.0,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,21810,109,rock,True,9,92.7,over_3days
DSR-01555,SEG-0060,landslide,156.7,40.2,620,mountain,weathered_rock,fair,2,national,3,60.75,very_high,0.7497,1.1193,306,23,rock,True,9,1.4,under_6h
DSR-01383,SEG-0039,landslide,399.0,21.4,36,hilly,lateritic,fair,2,national,7,41.19,moderate,0.4111,0.4613,8474,51,rock,True,9,18.5,6_24h
DSR-01174,SEG-0066,landslide,319.0,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,997,26,rock,True,9,5.4,under_6h
DSR-01877,SEG-0063,flood,507.5,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,0,0,none,True,9,139.8,over_3days
DSR-01283,SEG-0019,landslide,331.0,14.6,337,hilly,lateritic,good,2,national,0,41.98,moderate,0.4436,0.8814,2337,26,rock,True,9,4.7,under_6h
DSR-01430,SEG-0061,landslide,116.0,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,2646,54,debris,True,9,8.7,6_24h
DSR-01266,SEG-0026,landslide,69.5,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,36050,178,debris,True,9,64.6,1_3days
DSR-01526,SEG-0046,landslide,194.0,42.0,886,mountain,weathered_rock,fair,2,national,3,52.1,very_high,0.7002,1.2668,4360,31,earth,True,9,3.2,under_6h
DSR-01134,SEG-0015,landslide,547.3,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,5383,93,earth,True,9,4.3,under_6h
DSR-01622,SEG-0028,landslide,483.8,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,87748,306,rock,True,9,524.5,over_3days
DSR-01776,SEG-0012,protest_blockade,96.2,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,0,0,none,True,9,9.8,6_24h
DSR-01414,SEG-0031,landslide,111.2,26.1,850,mountain,weathered_rock,fair,2,state,7,59.58,moderate,0.516,0.621,60941,217,rock,True,9,657.6,over_3days
DSR-02199,SEG-0066,protest_blockade,58.7,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,0,0,none,True,9,26.9,1_3days
DSR-01222,SEG-0069,landslide,406.6,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,11921,89,earth,True,9,29.9,1_3days
DSR-01273,SEG-0061,landslide,364.5,24.2,386,mountain,weathered_rock,fair,2,national,4,53.47,high,0.5826,1.1969,9509,107,rock,True,10,11.0,6_24h
DSR-02112,SEG-0001,bridge_damage,214.1,4.2,87,plain,alluvial,good,4,national,1,216.84,low,0.2231,0.0,0,0,none,True,10,776.9,over_3days
DSR-01159,SEG-0068,landslide,474.3,40.7,433,mountain,weathered_rock,poor,1,state,4,66.95,high,0.6745,1.0157,3713,63,rock,True,10,34.6,1_3days
DSR-01348,SEG-0028,landslide,156.8,34.8,1023,mountain,weathered_rock,good,2,national,7,46.71,high,0.5668,0.8349,5346,83,debris,True,10,3.8,under_6h
DSR-01611,SEG-0053,landslide,125.6,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,206,21,debris,True,10,1.0,under_6h
DSR-01119,SEG-0052,landslide,406.3,37.0,1662,mountain,weathered_rock,poor,2,state,7,38.08,very_high,0.7503,2.2321,7345,47,debris,True,10,10.5,6_24h
DSR-01566,SEG-0013,landslide,831.3,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,11504,41,earth,True,10,8.6,6_24h
DSR-01317,SEG-0015,landslide,295.0,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,81,13,earth,True,10,1.0,under_6h
DSR-01233,SEG-0064,landslide,576.5,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,69402,265,rock,True,10,409.8,over_3days
DSR-01158,SEG-0051,landslide,163.9,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,3742,72,rock,True,10,7.3,6_24h
DSR-01609,SEG-0029,landslide,109.6,21.4,1260,mountain,weathered_rock,good,2,national,3,44.14,moderate,0.5237,0.589,4765,44,rock,True,10,9.9,6_24h
DSR-01312,SEG-0026,landslide,413.5,31.7,1319,mountain,weathered_rock,fair,2,national,2,35.84,high,0.6286,1.3672,102078,312,debris,True,10,138.7,over_3days
DSR-01277,SEG-0053,landslide,53.6,22.5,1675,mountain,weathered_rock,good,2,state,2,6.97,high,0.5856,6.8867,427,14,rock,True,10,3.0,under_6h
DSR-01105,SEG-0055,landslide,550.4,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,4091,77,debris,True,10,9.2,6_24h
DSR-01698,SEG-0042,protest_blockade,81.9,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,0,0,none,True,10,3.1,under_6h
DSR-01143,SEG-0047,landslide,555.7,27.7,1650,mountain,weathered_rock,fair,2,national,4,6.8,high,0.6569,10.2941,187,22,debris,True,11,1.0,under_6h
DSR-01528,SEG-0064,landslide,450.0,27.6,2731,mountain,weathered_rock,poor,1,national,1,66.29,very_high,0.7556,1.8706,8740,72,debris,True,11,16.8,6_24h
DSR-02257,SEG-0008,maintenance,12.2,5.3,90,plain,alluvial,fair,4,national,0,36.12,low,0.3133,0.0277,0,0,none,True,12,31.0,1_3days
DSR-01690,SEG-0042,maintenance,37.4,9.1,45,hilly,lateritic,poor,2,national,3,16.18,moderate,0.4355,1.0507,0,0,none,True,12,17.5,6_24h
DSR-01625,SEG-0025,maintenance,9.6,39.3,1378,mountain,weathered_rock,good,2,national,7,49.09,high,0.6173,1.1204,0,0,none,True,12,18.5,6_24h
DSR-01938,SEG-0035,maintenance,1.9,24.0,1216,mountain,weathered_rock,poor,2,national,1,49.37,high,0.6147,1.1951,0,0,none,True,12,34.2,1_3days
DSR-01560,SEG-0015,landslide,372.1,28.7,701,mountain,weathered_rock,fair,2,national,4,75.53,high,0.6753,1.4431,385,19,rock,True,1,1.0,under_6h
DSR-01124,SEG-0066,landslide,157.4,40.9,1099,mountain,weathered_rock,fair,1,state,1,40.68,very_high,0.7302,2.1141,3211,56,earth,True,1,13.3,6_24h
DSR-01973,SEG-0037,maintenance,51.5,38.7,1405,mountain,weathered_rock,poor,2,state,3,68.38,high,0.691,0.9652,0,0,none,True,1,21.3,6_24h
DSR-01847,SEG-0044,maintenance,11.1,3.8,23,plain,alluvial,good,2,national,2,50.09,low,0.2667,0.0399,0,0,none,True,1,32.2,1_3days
DSR-01926,SEG-0063,maintenance,39.2,25.7,2415,mountain,weathered_rock,good,1,national,0,35.45,high,0.6573,1.7489,0,0,none,True,1,38.8,1_3days
DSR-01173,SEG-0013,landslide,338.5,37.1,1496,mountain,weathered_rock,poor,2,national,5,35.74,very_high,0.7998,6.2115,4130,62,debris,True,1,7.5,6_24h
DSR-01667,SEG-0012,maintenance,56.0,23.6,775,mountain,weathered_rock,fair,2,national,3,30.75,high,0.5759,1.5285,0,0,none,True,1,53.1,1_3days
DSR-01470,SEG-0069,landslide,139.9,20.0,352,mountain,weathered_rock,poor,1,state,5,43.86,high,0.564,1.1628,808,20,earth,True,2,1.6,under_6h
DSR-01419,SEG-0051,landslide,410.7,40.0,1250,mountain,weathered_rock,good,1,national,4,14.39,very_high,0.7423,3.0577,5186,83,debris,True,2,9.4,6_24h
DSR-01359,SEG-0057,landslide,468.3,21.7,259,hilly,lateritic,fair,2,national,0,52.2,moderate,0.4661,0.4789,1260,44,earth,True,2,1.0,under_6h
DSR-01309,SEG-0055,landslide,446.7,37.5,1780,mountain,weathered_rock,fair,2,state,3,9.73,very_high,0.7143,6.5776,101,16,rock,True,2,1.0,under_6h
DSR-02242,SEG-0014,maintenance,54.7,24.6,1438,mountain,weathered_rock,fair,2,national,5,33.95,high,0.671,3.7408,0,0,none,True,3,69.4,1_3days
DSR-02275,SEG-0020,flood,606.9,15.5,450,hilly,lateritic,fair,2,national,1,33.37,moderate,0.4853,0.7492,0,0,none,True,3,124.7,over_3days
DSR-02084,SEG-0004,fallen_tree,14.2,3.7,55,plain,alluvial,good,4,national,0,44.45,low,0.2316,0.1125,0,0,none,True,3,18.9,6_24h
