landslide_id,event_date,fiscal_period,state_code,district_id,district_name,segment_id,highway_code,latitude,longitude,landslide_type,trigger,material,lithology,land_use,volume_m3,runout_distance_m,slope_angle_deg,elevation_m,rainfall_72h_mm,fatalities,injuries,houses_damaged,road_blocked,blockage_duration_hours,severity,source
LS-02284,2024-08-07,2023-24,AS,D-AS-09,Sonitpur,SEG-0056,NH-15,26.80741,93.09711,rotational_slide,rainfall,earth,sandstone_shale,road_cut,2170,26,24.8,259,124.3,0,0,4,False,0.0,moderate,NDMA
LS-02285,2023-05-01,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.29163,92.37348,rockfall,toe_erosion,rock,quartzite,forest,2819,50,24.7,2731,105.8,0,0,4,True,9.0,moderate,GSI-NLSM
LS-02286,2024-03-20,2023-24,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.21123,88.50464,debris_flow,rainfall,debris,schist,settlement,1029,23,28.2,1650,499.9,0,0,4,True,1.2,minor,GSI-NLSM
LS-02287,2024-04-24,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.5171,92.04575,debris_flow,rainfall,debris,schist,jhum_cultivation,40108,85,31.5,1438,331.3,0,3,25,True,64.5,major,SDMA
LS-02288,2023-08-04,2023-24,MN,D-MN-05,Senapati,SEG-0024,NH-2,24.88524,93.95815,debris_flow,rainfall,debris,phyllite,barren,6010,97,24.8,923,533.4,0,0,4,True,11.5,moderate,NDMA
LS-02289,2024-09-12,2023-24,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.39576,94.07759,translational_slide,rainfall,rock,gneiss,settlement,1773,28,25.9,1061,516.3,0,0,4,True,3.7,minor,GSI-NLSM
LS-02290,2023-09-05,2023-24,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.64237,94.11087,mudslide,rainfall,earth,sandstone_shale,settlement,9555,94,37.3,1252,378.3,0,0,6,True,11.5,moderate,NDMA
LS-02291,2023-04-04,2023-24,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,26.04489,91.80286,rotational_slide,rainfall,earth,sandstone_shale,road_cut,3338,35,38.2,775,470.9,0,0,4,True,1.6,moderate,GSI-NLSM
LS-02292,2024-06-08,2023-24,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.96543,92.66071,rotational_slide,rainfall,earth,sandstone_shale,agriculture,271,10,43.7,1247,603.7,0,0,3,False,0.0,minor,PWD-field
LS-02293,2023-08-06,2023-24,AR,D-AR-03,West Kameng,SEG-0063,NH-13-W,27.09467,92.55369,debris_flow,anthropogenic_cut,debris,quartzite,road_cut,2167,56,39.8,2415,47.7,0,0,5,True,7.3,moderate,GSI-NLSM
LS-02294,2023-08-16,2023-24,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.65226,92.75035,debris_flow,rainfall,debris,schist,jhum_cultivation,2041,35,34.4,1216,333.9,0,0,4,True,3.9,moderate,NDMA
LS-02295,2024-08-15,2023-24,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.74321,94.00864,debris_flow,rainfall,debris,phyllite,agriculture,35652,66,44.2,1092,268.3,0,1,35,True,50.8,major,SDMA
LS-02296,2024-06-21,2023-24,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,24.96736,92.52458,rotational_slide,rainfall,earth,phyllite,forest,490,20,41.1,701,299.7,0,0,2,False,0.0,minor,NDMA
LS-02297,2023-05-16,2023-24,TR,D-TR-01,West Tripura,SEG-0039,NH-8,23.88703,91.36201,debris_flow,rainfall,debris,siltstone,agriculture,15222,95,34.1,36,127.9,0,0,6,False,0.0,moderate,GSI-NLSM
LS-02298,2024-07-13,2023-24,MN,D-MN-04,Tamenglong,SEG-0030,NH-37,24.81127,92.96994,debris_flow,rainfall,debris,gneiss,agriculture,279,14,39.0,642,446.1,0,0,0,False,0.0,minor,NDMA
LS-02299,2024-04-05,2023-24,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.1055,92.43662,rockfall,toe_erosion,rock,gneiss,forest,2671,30,27.5,701,13.7,0,0,6,True,5.0,moderate,SDMA
LS-02300,2024-09-07,2023-24,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.5198,88.54481,rockfall,anthropogenic_cut,rock,phyllite,settlement,1249,34,40.4,1250,115.8,0,0,6,False,0.0,minor,NDMA
LS-02301,2023-07-26,2023-24,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,24.0911,92.68944,debris_flow,rainfall,debris,sandstone_shale,road_cut,253,21,30.2,891,567.6,0,0,5,False,0.0,minor,PWD-field
LS-02302,2024-07-15,2023-24,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.31741,94.56699,rockfall,toe_erosion,rock,gneiss,settlement,15427,53,31.5,1348,89.9,0,0,0,False,0.0,moderate,SDMA
LS-02303,2023-06-08,2023-24,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.10707,95.12768,rockfall,rainfall,rock,phyllite,agriculture,4062,28,34.8,386,227.1,0,0,0,True,35.8,moderate,SDMA
LS-02304,2024-06-09,2023-24,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.03004,95.98765,rotational_slide,toe_erosion,earth,sandstone_shale,agriculture,684,13,42.6,1099,103.6,0,0,0,False,0.0,minor,PWD-field
LS-02305,2023-06-26,2023-24,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.34762,93.07142,rockfall,rainfall,rock,schist,jhum_cultivation,586,22,41.1,433,268.4,0,0,1,False,0.0,minor,GSI-NLSM
LS-02306,2024-05-16,2023-24,AS,D-AS-09,Sonitpur,SEG-0062,NH-13-W,26.86529,92.69736,mudslide,rainfall,earth,schist,settlement,3020,69,41.8,1247,566.4,0,0,3,False,0.0,moderate,GSI-NLSM
LS-02307,2024-06-02,2023-24,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.32109,92.29502,translational_slide,rainfall,rock,quartzite,settlement,522,26,41.7,701,578.6,0,0,4,True,1.2,minor,GSI-NLSM
LS-02308,2024-06-21,2023-24,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.51009,93.81243,rockfall,rainfall,rock,sandstone_shale,barren,4130,44,35.2,1002,149.0,5,15,5,False,0.0,catastrophic,GSI-NLSM
LS-02309,2024-05-24,2023-24,SK,D-SK-01,Gangtok,SEG-0048,NH-10,27.26204,88.52455,rotational_slide,seismic,earth,gneiss,jhum_cultivation,123,12,45.8,1650,123.4,0,0,0,False,0.0,minor,PWD-field
LS-02310,2024-05-15,2023-24,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.56816,88.59317,debris_flow,rainfall,debris,sandstone_shale,road_cut,1237,36,37.3,1250,404.8,0,0,0,False,0.0,minor,GSI-NLSM
LS-02311,2024-08-24,2023-24,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.20964,93.65849,debris_flow,rainfall,debris,phyllite,settlement,5144,73,32.3,1002,157.0,0,0,3,False,0.0,moderate,GSI-NLSM
LS-02312,2023-06-27,2023-24,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.08115,95.26777,mudslide,rainfall,earth,quartzite,forest,2518,61,39.0,386,532.0,0,0,0,True,2.9,moderate,GSI-NLSM
LS-02313,2024-07-23,2023-24,MN,D-MN-05,Senapati,SEG-0024,NH-2,25.20734,94.00751,rotational_slide,rainfall,earth,gneiss,agriculture,1383,31,38.0,923,327.3,0,0,2,False,0.0,minor,GSI-NLSM
LS-02314,2023-06-24,2023-24,ML,D-ML-03,West Garo Hills,SEG-0019,NH-27-SPUR,25.4941,90.54022,translational_slide,rainfall,rock,phyllite,jhum_cultivation,324,9,14.3,337,787.7,0,0,6,False,0.0,minor,GSI-NLSM
LS-02315,2023-09-17,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.79428,91.87994,rotational_slide,rainfall,earth,sandstone_shale,settlement,1300,20,34.8,1496,585.6,0,0,1,False,0.0,minor,PWD-field
LS-02316,2024-09-19,2023-24,AR,D-AR-07,Lohit,SEG-0067,NH-315,27.8211,96.07383,translational_slide,rainfall,rock,siltstone,barren,836,15,33.0,231,467.9,0,0,5,True,7.9,moderate,GSI-NLSM
LS-02317,2023-07-04,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.79371,91.88577,earth_flow,rainfall,earth,schist,agriculture,1457,25,36.3,1496,709.5,0,0,6,True,1.8,minor,NDMA
LS-02318,2024-07-23,2023-24,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,27.97515,96.06754,debris_flow,toe_erosion,debris,phyllite,barren,10923,43,43.8,1099,62.3,0,0,6,True,64.3,moderate,SDMA
LS-02319,2024-06-06,2023-24,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.19256,94.3512,debris_flow,rainfall,debris,schist,forest,374,9,47.1,1319,427.8,0,0,5,False,0.0,minor,GSI-NLSM
LS-02320,2023-03-12,2023-24,WB,D-WB-01,Siliguri,SEG-0046,NH-10,26.98728,88.46475,rockfall,rainfall,rock,gneiss,jhum_cultivation,688,30,53.0,886,337.1,9,18,3,False,0.0,catastrophic,GSI-NLSM
LS-02321,2023-04-21,2023-24,AR,D-AR-04,Lower Subansiri,SEG-0059,NH-13,27.70327,93.97199,rockfall,rainfall,rock,sandstone_shale,forest,242,11,39.6,1092,505.8,0,0,3,False,0.0,minor,GSI-NLSM
LS-02322,2023-08-07,2023-24,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.12881,94.71277,translational_slide,toe_erosion,rock,gneiss,road_cut,156,11,54.9,620,106.7,0,0,4,False,0.0,minor,GSI-NLSM
LS-02323,2023-06-07,2023-24,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.22293,93.6784,rockfall,anthropogenic_cut,rock,phyllite,road_cut,1507,18,42.5,1002,2.2,0,0,6,True,9.6,moderate,GSI-NLSM
LS-02324,2024-08-06,2023-24,AR,D-AR-06,West Siang,SEG-0060,NH-13,28.07393,94.51918,debris_flow,rainfall,debris,schist,settlement,498,19,43.2,620,556.4,0,0,6,True,2.0,minor,NDMA
LS-02325,2024-05-13,2023-24,AR,D-AR-06,West Siang,SEG-0061,NH-13,28.13293,94.97925,debris_flow,rainfall,debris,phyllite,forest,2522,60,21.8,386,578.6,0,0,3,False,0.0,moderate,NDMA
LS-02326,2024-08-01,2023-24,AS,D-AS-07,Dima Hasao,SEG-0069,NH-27-DH,24.90837,92.84211,translational_slide,rainfall,rock,phyllite,road_cut,1096,39,18.0,352,605.8,0,0,1,True,36.1,moderate,PWD-field
LS-02327,2023-04-19,2023-24,NL,D-NL-01,Kohima,SEG-0025,NH-29,26.03055,94.23462,debris_flow,anthropogenic_cut,debris,sandstone_shale,jhum_cultivation,4951,58,48.7,1378,93.1,0,0,2,True,3.9,moderate,GSI-NLSM
LS-02328,2024-06-10,2023-24,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.14402,92.41286,debris_flow,rainfall,debris,gneiss,barren,734,19,32.5,701,302.7,0,0,5,True,1.4,minor,GSI-NLSM
LS-02329,2023-07-01,2023-24,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,26.11804,91.75209,rotational_slide,rainfall,earth,phyllite,jhum_cultivation,25001,153,34.4,775,333.5,0,3,14,True,25.7,major,SDMA
LS-02330,2024-08-23,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.6242,91.88237,translational_slide,rainfall,rock,sandstone_shale,settlement,2100,32,38.5,1496,706.2,0,0,0,True,12.6,moderate,GSI-NLSM
LS-02331,2023-09-27,2023-24,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.53676,88.55576,debris_flow,rainfall,debris,schist,forest,29674,161,34.6,1250,235.4,1,4,30,False,0.0,major,PWD-field
LS-02332,2023-10-08,2023-24,MN,D-MN-01,Imphal West,SEG-0028,NH-37,24.92223,93.63555,debris_flow,rainfall,debris,schist,road_cut,5346,83,31.2,1023,156.8,0,0,1,True,3.8,moderate,GSI-NLSM
LS-02333,2023-08-17,2023-24,SK,D-SK-03,Namchi,SEG-0053,NH-510,27.1512,88.33967,rockfall,rainfall,rock,phyllite,barren,13018,85,37.0,1675,280.5,1,3,5,True,189.3,major,GSI-NLSM
LS-02334,2024-06-13,2023-24,MN,D-MN-02,Churachandpur,SEG-0031,NH-2-S,24.66334,93.86042,mudslide,toe_erosion,earth,gneiss,road_cut,4613,29,22.2,850,85.7,0,0,3,True,17.9,moderate,PWD-field
LS-02335,2023-08-22,2023-24,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.57903,88.60593,translational_slide,rainfall,rock,gneiss,settlement,156,21,31.3,1250,314.8,0,0,3,True,1.0,minor,PWD-field
LS-02336,2024-10-05,2023-24,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.51077,94.12336,rotational_slide,rainfall,earth,phyllite,settlement,2626,25,32.4,1252,158.6,0,0,5,False,0.0,moderate,PWD-field
LS-02337,2023-09-08,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0014,NH-6,25.50426,92.07474,debris_flow,rainfall,debris,phyllite,road_cut,15931,68,20.6,1438,481.2,0,0,0,False,0.0,moderate,GSI-NLSM
LS-02338,2023-10-10,2023-24,AS,D-AS-06,Cachar,SEG-0033,NH-306,24.35312,92.69116,translational_slide,rainfall,rock,phyllite,agriculture,205,23,12.6,337,350.4,0,0,3,False,0.0,minor,NDMA
LS-02339,2024-08-12,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.51308,91.96153,debris_flow,rainfall,debris,schist,road_cut,852,39,43.1,2731,309.4,0,0,1,False,0.0,minor,SDMA
LS-02340,2023-07-03,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.37808,92.2273,rockfall,rainfall,rock,quartzite,barren,150,6,31.2,2731,497.4,0,0,2,False,0.0,minor,PWD-field
LS-02341,2023-02-13,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.8039,91.89243,translational_slide,rainfall,rock,phyllite,settlement,4092,63,49.8,1496,648.6,0,0,5,False,0.0,moderate,GSI-NLSM
LS-02342,2024-04-28,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.86492,91.88002,earth_flow,rainfall,earth,sandstone_shale,road_cut,2801,29,40.0,1496,831.8,0,0,1,True,4.0,moderate,GSI-NLSM
LS-02343,2023-07-20,2023-24,SK,D-SK-03,Namchi,SEG-0053,NH-510,27.16276,88.34987,rotational_slide,rainfall,earth,gneiss,agriculture,262,21,32.5,1675,322.7,0,0,4,False,0.0,minor,GSI-NLSM
LS-02344,2024-07-12,2023-24,SK,D-SK-01,Gangtok,SEG-0049,NH-310,27.41147,88.57242,rockfall,anthropogenic_cut,rock,gneiss,settlement,11116,97,25.1,1450,57.8,0,0,0,False,0.0,moderate,PWD-field
LS-02345,2023-07-04,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.70247,91.88703,rockfall,rainfall,rock,phyllite,barren,8101,78,37.4,1496,765.5,0,0,3,True,28.5,moderate,GSI-NLSM
LS-02346,2024-05-05,2023-24,ML,D-ML-02,West Jaintia Hills,SEG-0015,NH-6,25.17041,92.37933,translational_slide,rainfall,rock,sandstone_shale,forest,1792,40,29.7,701,444.3,0,0,0,True,13.6,moderate,PWD-field
LS-02347,2023-05-07,2023-24,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.52222,88.54597,translational_slide,rainfall,rock,gneiss,road_cut,770,40,40.6,1250,332.9,0,0,0,False,0.0,minor,NDMA
LS-02348,2024-08-23,2023-24,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.04588,95.95891,debris_flow,anthropogenic_cut,debris,quartzite,forest,1411,19,42.7,1099,59.9,0,0,3,False,0.0,minor,NDMA
LS-02349,2023-02-16,2023-24,AS,D-AS-10,Bongaigaon,SEG-0018,NH-27-SPUR,25.59125,90.24994,earth_flow,seismic,earth,phyllite,jhum_cultivation,962,37,11.6,139,78.4,0,0,5,False,0.0,minor,NDMA
LS-02350,2023-06-17,2023-24,AS,D-AS-08,Karbi Anglong,SEG-0068,NH-27-DH,25.31291,93.05674,rotational_slide,toe_erosion,earth,gneiss,agriculture,144,20,46.0,433,130.5,0,0,3,False,0.0,minor,PWD-field
LS-02351,2023-06-14,2023-24,SK,D-SK-01,Gangtok,SEG-0052,NH-510,27.17839,88.38542,rotational_slide,rainfall,earth,schist,road_cut,1460,38,50.3,1662,418.1,0,0,3,False,0.0,minor,SDMA
LS-02352,2024-10-24,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.30879,92.33463,debris_flow,rainfall,debris,sandstone_shale,settlement,9165,80,25.6,2731,401.9,0,0,3,False,0.0,moderate,PWD-field
LS-02353,2023-06-07,2023-24,AS,D-AS-01,Kamrup Metropolitan,SEG-0012,NH-6,26.03289,91.80745,translational_slide,rainfall,rock,quartzite,settlement,1455,43,38.2,775,440.4,0,0,3,False,0.0,minor,PWD-field
LS-02354,2023-07-02,2023-24,SK,D-SK-03,Namchi,SEG-0054,NH-510,27.22961,88.31105,debris_flow,toe_erosion,debris,phyllite,road_cut,2928,72,40.7,1727,120.3,0,0,6,True,14.6,moderate,PWD-field
LS-02355,2024-08-14,2023-24,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.634,92.74622,rotational_slide,rainfall,earth,schist,barren,143,9,21.5,1216,205.8,0,0,1,False,0.0,minor,GSI-NLSM
LS-02356,2024-04-12,2023-24,TR,D-TR-03,Dhalai,SEG-0041,NH-8,23.99764,91.87462,debris_flow,anthropogenic_cut,debris,sandstone_shale,settlement,886,36,18.7,52,23.2,0,0,2,True,1.0,minor,SDMA
LS-02357,2024-08-04,2023-24,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,24.8964,94.09688,mudslide,rainfall,earth,schist,agriculture,77324,261,41.3,1224,317.2,0,1,4,False,0.0,major,PWD-field
LS-02358,2023-09-14,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.55084,91.91576,translational_slide,rainfall,rock,quartzite,forest,1375,33,33.7,2731,150.4,0,0,3,True,9.0,moderate,NDMA
LS-02359,2023-09-10,2023-24,AR,D-AR-09,Dibang Valley,SEG-0066,NH-315,28.07285,95.90272,rotational_slide,rainfall,earth,quartzite,road_cut,6237,69,45.1,1099,148.9,0,0,5,True,35.1,moderate,GSI-NLSM
LS-02360,2024-02-20,2023-24,AR,D-AR-01,Papum Pare,SEG-0057,NH-15,27.17882,93.92359,rotational_slide,rainfall,earth,sandstone_shale,agriculture,1260,44,27.4,259,468.3,0,0,4,True,1.0,minor,PWD-field
LS-02361,2024-09-09,2023-24,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.45374,92.79415,debris_flow,anthropogenic_cut,debris,gneiss,barren,3210,50,38.7,1216,7.4,0,0,5,False,0.0,moderate,GSI-NLSM
LS-02362,2024-07-22,2023-24,SK,D-SK-01,Gangtok,SEG-0048,NH-10,27.30524,88.58827,rockfall,rainfall,rock,phyllite,agriculture,16232,100,31.9,1650,596.1,0,0,4,False,0.0,moderate,SDMA
LS-02363,2024-05-25,2023-24,AR,D-AR-01,Papum Pare,SEG-0057,NH-15,27.1408,93.80168,rockfall,rainfall,rock,phyllite,settlement,2128,22,37.0,259,477.7,0,0,1,False,0.0,moderate,NDMA
LS-02364,2024-07-18,2023-24,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.60231,94.10826,debris_flow,rainfall,debris,sandstone_shale,road_cut,1360,19,32.4,1252,129.7,0,0,2,True,7.7,moderate,SDMA
LS-02365,2024-05-18,2023-24,SK,D-SK-02,Mangan,SEG-0050,NH-310,27.52271,88.56177,debris_flow,rainfall,debris,schist,agriculture,699,25,33.1,1250,269.4,0,0,1,True,2.2,minor,NDMA
LS-02366,2023-04-28,2023-24,SK,D-SK-03,Namchi,SEG-0053,NH-510,27.15017,88.33344,debris_flow,rainfall,debris,schist,agriculture,10924,41,19.4,1675,330.0,0,0,5,True,41.0,moderate,PWD-field
LS-02367,2023-04-12,2023-24,MN,D-MN-02,Churachandpur,SEG-0031,NH-2-S,24.42985,93.72973,rotational_slide,rainfall,earth,phyllite,road_cut,177,12,38.8,850,391.4,0,0,4,False,0.0,minor,GSI-NLSM
LS-02368,2023-05-27,2023-24,AS,D-AS-01,Kamrup Metropolitan,SEG-0004,NH-27,26.31886,91.55755,rotational_slide,rainfall,earth,laterite,road_cut,50,8,18.2,55,264.0,0,0,3,False,0.0,minor,GSI-NLSM
LS-02369,2024-06-21,2023-24,SK,D-SK-01,Gangtok,SEG-0048,NH-10,27.25056,88.50253,debris_flow,rainfall,debris,phyllite,barren,1250,48,35.8,1650,308.9,0,0,4,True,1.5,minor,GSI-NLSM
LS-02370,2023-07-13,2023-24,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.21851,88.50458,debris_flow,rainfall,debris,gneiss,jhum_cultivation,3200,74,37.6,1650,370.7,0,0,4,False,0.0,moderate,GSI-NLSM
LS-02371,2024-06-16,2023-24,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.86828,93.79807,rockfall,rainfall,rock,quartzite,agriculture,6111,88,38.4,794,265.7,0,0,3,False,0.0,moderate,SDMA
LS-02372,2024-07-26,2023-24,AR,D-AR-01,Papum Pare,SEG-0058,NH-13,27.25997,93.68763,debris_flow,rainfall,debris,phyllite,barren,115,18,31.7,1002,144.2,0,0,2,False,0.0,minor,GSI-NLSM
LS-02373,2023-05-03,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.7161,91.89118,rockfall,rainfall,rock,schist,forest,80,15,51.9,1496,482.5,0,0,0,True,1.0,minor,PWD-field
LS-02374,2024-08-06,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.39578,92.18957,rockfall,rainfall,rock,gneiss,forest,2033,27,42.8,2731,507.1,0,0,6,True,14.6,moderate,NDMA
LS-02375,2024-06-07,2023-24,NL,D-NL-01,Kohima,SEG-0022,NH-2,25.53558,94.12153,debris_flow,rainfall,debris,sandstone_shale,settlement,473,29,33.0,1252,321.3,0,0,5,True,1.0,minor,NDMA
LS-02376,2024-11-05,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.39428,92.18425,mudslide,rainfall,earth,gneiss,agriculture,118,8,31.1,2731,131.5,0,0,1,True,1.0,minor,PWD-field
LS-02377,2023-07-25,2023-24,MZ,D-MZ-04,Kolasib,SEG-0034,NH-306,23.79442,92.71567,rockfall,anthropogenic_cut,rock,sandstone_shale,barren,130,16,27.4,891,92.1,0,0,0,False,0.0,minor,GSI-NLSM
LS-02378,2024-06-13,2023-24,WB,D-WB-01,Siliguri,SEG-0046,NH-10,27.05725,88.49256,debris_flow,rainfall,debris,gneiss,forest,117,16,54.9,886,276.3,0,0,1,True,1.0,minor,NDMA
LS-02379,2024-07-14,2023-24,AR,D-AR-03,West Kameng,SEG-0064,NH-13-W,27.37564,92.241,rockfall,rainfall,rock,phyllite,jhum_cultivation,1275,34,36.0,2731,439.1,0,0,3,False,0.0,minor,NDMA
LS-02380,2023-06-11,2023-24,NL,D-NL-04,Wokha,SEG-0026,NH-29,26.17978,94.35468,rockfall,rainfall,rock,schist,jhum_cultivation,783,33,31.5,1319,145.6,0,0,3,True,1.6,minor,NDMA
LS-02381,2023-03-14,2023-24,TR,D-TR-02,North Tripura,SEG-0042,NH-8,24.35332,92.1482,translational_slide,rainfall,rock,phyllite,barren,867,30,14.5,45,302.4,0,0,4,True,1.0,minor,PWD-field
LS-02382,2024-07-18,2023-24,TR,D-TR-02,North Tripura,SEG-0043,NH-8,24.39347,92.25894,debris_flow,rainfall,debris,sandstone_shale,agriculture,3253,67,17.5,34,511.1,0,0,1,False,0.0,moderate,GSI-NLSM
LS-02383,2023-07-24,2023-24,AR,D-AR-05,East Siang,SEG-0065,NH-315,28.12283,95.7607,rotational_slide,rainfall,earth,phyllite,forest,4281,68,32.3,1060,147.4,0,0,3,True,33.7,moderate,GSI-NLSM
LS-02384,2024-08-20,2023-24,SK,D-SK-01,Gangtok,SEG-0049,NH-310,27.48237,88.54207,rockfall,seismic,rock,quartzite,jhum_cultivation,83,13,36.1,1450,28.1,0,0,2,False,0.0,minor,GSI-NLSM
LS-02385,2024-05-12,2023-24,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.4007,92.82288,debris_flow,rainfall,debris,gneiss,forest,603,33,31.2,1216,171.3,0,0,0,True,1.7,minor,PWD-field
LS-02386,2024-05-02,2023-24,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.43705,94.09046,debris_flow,rainfall,debris,quartzite,forest,2391,59,28.4,1061,553.6,0,0,1,True,5.6,moderate,PWD-field
LS-02387,2023-07-26,2023-24,MN,D-MN-05,Senapati,SEG-0023,NH-2,25.42386,94.09708,debris_flow,rainfall,debris,phyllite,forest,599,17,24.2,1061,474.1,0,0,2,True,1.6,minor,GSI-NLSM
LS-02388,2024-05-13,2023-24,ML,D-ML-01,East Khasi Hills,SEG-0013,NH-6,25.76122,91.88583,debris_flow,rainfall,debris,gneiss,agriculture,391,27,45.1,1496,668.8,0,0,3,True,1.1,minor,GSI-NLSM
LS-02389,2024-09-01,2023-24,NL,D-NL-01,Kohima,SEG-0025,NH-29,25.83145,94.1583,debris_flow,rainfall,debris,sandstone_shale,forest,9483,95,39.5,1378,175.8,1,0,3,False,0.0,major,GSI-NLSM
LS-02390,2024-07-08,2023-24,AR,D-AR-01,Papum Pare,SEG-0057,NH-15,27.21941,94.04102,rotational_slide,rainfall,earth,laterite,road_cut,619,28,33.6,259,486.2,0,0,3,True,1.0,minor,SDMA
LS-02391,2023-06-15,2023-24,SK,D-SK-02,Mangan,SEG-0051,NH-310,27.66016,88.70924,debris_flow,rainfall,debris,phyllite,jhum_cultivation,1067,37,40.1,1250,445.6,0,0,1,True,2.7,minor,GSI-NLSM
LS-02392,2024-09-09,2023-24,WB,D-WB-01,Siliguri,SEG-0046,NH-10,26.95936,88.45704,rockfall,rainfall,rock,schist,barren,2300,25,43.0,886,124.2,0,0,0,True,6.0,moderate,SDMA
LS-02393,2024-09-12,2023-24,NL,D-NL-02,Dimapur,SEG-0021,NH-2,25.86057,93.80498,mudslide,rainfall,earth,schist,settlement,1243,21,40.8,794,212.0,0,0,6,False,0.0,minor,SDMA
LS-02394,2023-06-24,2023-24,MN,D-MN-01,Imphal West,SEG-0032,NH-2-S,25.02423,94.29692,debris_flow,rainfall,debris,phyllite,forest,499,11,51.3,1224,529.6,0,0,6,True,2.1,minor,GSI-NLSM
LS-02395,2023-09-18,2023-24,MZ,D-MZ-01,Aizawl,SEG-0035,NH-306,23.40913,92.80859,rotational_slide,anthropogenic_cut,earth,sandstone_shale,settlement,134,11,37.6,1216,92.8,0,0,5,True,1.0,minor,SDMA
LS-02396,2023-06-20,2023-24,SK,D-SK-01,Gangtok,SEG-0047,NH-10,27.21029,88.51773,mudslide,rainfall,earth,phyllite,forest,1227,20,29.3,1650,321.6,0,0,2,True,1.6,minor,GSI-NLSM
LS-02397,2023-05-28,2023-24,NL,D-NL-03,Mokokchung,SEG-0027,NH-29,26.30986,94.60849,debris_flow,rainfall,debris,phyllite,barren,797,39,48.6,1348,363.9,0,0,1,False,0.0,minor,GSI-NLSM
LS-02398,2023-07-11,2023-24,MZ,D-MZ-05,Serchhip,SEG-0036,NH-306,23.18055,92.81302,rockfall,rainfall,rock,sandstone_shale,settlement,182,22,51.0,1084,447.1,2,4,6,True,1.0,major,GSI-NLSM
LS-02399,2023-09-22,2023-24,TR,D-TR-01,West Tripura,SEG-0039,NH-8,23.89643,91.38108,translational_slide,rainfall,rock,phyllite,forest,8474,51,32.4,36,399.0,0,0,2,True,18.5,moderate,SDMA
