disruption_id,segment_id,district_id,state_code,highway_code,cause,linked_landslide_id,start_time,end_time,duration_hours,closure_type,severity,vehicles_stranded,cargo_tonnes_affected,essential_cargo_affected,cargo_type,alternate_route_available,alternate_segment_id,detour_extra_km,restoration_agency,restoration_cost_inr,estimated_economic_loss_inr,rainfall_72h_mm,susceptibility_class,fiscal_period
DSR-01125,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-01946,2024-06-09T16:45:00,2024-06-10T08:27:00,15.7,full,moderate,55,470.5,True,vaccines,True,SEG-0064,146.4,NHIDCL,1683539,1007074,470.6,high,2023-24
DSR-02023,SEG-0056,D-AS-09,AS,NH-15,protest_blockade,,2024-06-09T18:15:00,2024-06-10T14:51:00,20.6,full,moderate,72,564.6,True,medicines,True,SEG-0006,71.1,State PWD,574517,1740050,121.6,low,2023-24
DSR-01120,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-01937,2024-06-09T20:15:00,2024-06-10T08:45:00,12.5,full,moderate,89,533.5,True,construction_material,True,SEG-0065,89.3,BRO (Border Roads Organisation),586452,1063939,97.1,very_high,2023-24
DSR-01345,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-02328,2024-06-10T05:45:00,2024-06-10T07:09:00,1.4,partial,minor,3,17.2,True,vaccines,True,SEG-0045,31.3,BRO (Border Roads Organisation),188752,60068,302.7,high,2023-24
DSR-01676,SEG-0035,D-MZ-01,MZ,NH-306,fallen_tree,,2024-06-10T06:00:00,2024-06-10T15:42:00,9.7,partial,moderate,0,0.0,False,vaccines,True,SEG-0036,91.3,SDRF,99053,0,69.8,high,2023-24
DSR-01541,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-02678,2024-06-10T15:30:00,2024-06-10T17:00:00,1.5,partial,minor,26,198.4,False,fuel,True,SEG-0014,50.3,SDRF,52075,784224,36.2,high,2023-24
DSR-01417,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02458,2024-06-10T16:45:00,2024-06-11T00:15:00,7.5,partial,moderate,41,242.6,False,medicines,True,SEG-0047,8.0,SDRF,800595,735343,346.3,very_high,2023-24
DSR-01915,SEG-0064,D-AR-03,AR,NH-13-W,protest_blockade,,2024-06-11T03:00:00,2024-06-11T08:42:00,5.7,partial,minor,0,0.0,True,medicines,True,SEG-0063,89.8,BRO (Border Roads Organisation),49765,0,53.0,very_high,2023-24
DSR-01188,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02060,2024-06-11T06:00:00,2024-06-13T00:36:00,42.6,full,moderate,71,271.4,False,agri_produce,True,SEG-0001,521.8,NHIDCL,952916,622783,164.4,very_high,2023-24
DSR-01702,SEG-0044,D-AS-12,AS,NH-8,fallen_tree,,2024-06-11T13:15:00,2024-06-11T19:45:00,6.5,partial,moderate,0,0.0,False,relief_supplies,True,SEG-0043,24.2,BRO (Border Roads Organisation),198970,0,22.7,low,2023-24
DSR-01163,SEG-0033,D-AS-06,AS,NH-306,landslide,LS-02012,2024-06-12T03:00:00,2024-06-12T04:00:00,1.0,partial,minor,27,204.1,True,agri_produce,True,SEG-0030,46.9,NDRF,75736,837418,393.9,low,2023-24
DSR-01112,SEG-0071,D-AS-08,AS,NH-36,landslide,LS-01926,2024-06-12T06:00:00,2024-06-12T07:00:00,1.0,partial,minor,26,164.3,False,vaccines,True,SEG-0070,117.9,SDRF,39470,279916,541.0,moderate,2023-24
DSR-02048,SEG-0051,D-SK-02,SK,NH-310,flood,,2024-06-12T10:45:00,2024-06-16T09:45:00,95.0,full,major,126,334.6,False,relief_supplies,True,SEG-0050,26.1,NHIDCL,804029,1312389,443.2,very_high,2023-24
DSR-02061,SEG-0053,D-SK-03,SK,NH-510,fallen_tree,,2024-06-12T12:45:00,2024-06-14T04:21:00,39.6,full,moderate,24,185.2,False,medicines,True,SEG-0054,28.0,NHIDCL,1215068,687417,134.5,high,2023-24
DSR-01553,SEG-0026,D-NL-04,NL,NH-29,landslide,LS-02706,2024-06-13T02:30:00,2024-06-13T12:36:00,10.1,partial,moderate,51,195.0,False,fuel,True,SEG-0025,101.4,NHIDCL,1188765,884005,489.6,high,2023-24
DSR-01368,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02378,2024-06-13T09:00:00,2024-06-13T10:00:00,1.0,partial,minor,51,247.6,False,food_grains,True,SEG-0047,10.2,SDRF,54325,917572,276.3,very_high,2023-24
DSR-01350,SEG-0031,D-MN-02,MN,NH-2-S,landslide,LS-02334,2024-06-13T09:15:00,2024-06-14T03:09:00,17.9,full,moderate,84,458.9,True,lpg_cylinders,True,SEG-0028,71.1,NHIDCL,407183,1936754,85.7,moderate,2023-24
DSR-01284,SEG-0029,D-MN-04,MN,NH-37,landslide,LS-02214,2024-06-14T02:00:00,2024-06-14T03:00:00,1.0,partial,minor,12,33.4,True,medicines,True,SEG-0028,102.1,BRO (Border Roads Organisation),119440,97741,292.1,moderate,2023-24
DSR-01291,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-02223,2024-06-14T02:30:00,2024-06-14T09:24:00,6.9,full,major,74,643.6,False,relief_supplies,True,SEG-0012,61.8,BRO (Border Roads Organisation),537791,741589,5.1,very_high,2023-24
DSR-01191,SEG-0022,D-NL-01,NL,NH-2,landslide,LS-02065,2024-06-14T14:00:00,2024-06-14T15:06:00,1.1,partial,minor,7,47.2,False,fuel,True,SEG-0023,38.9,SDRF,43605,223352,188.9,high,2023-24
DSR-01243,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-02147,2024-06-14T14:00:00,2024-06-14T19:36:00,5.6,partial,moderate,0,0.0,True,agri_produce,True,SEG-0014,85.9,NDRF,139060,0,320.1,high,2023-24
DSR-01863,SEG-0022,D-NL-01,NL,NH-2,protest_blockade,,2024-06-15T04:15:00,2024-06-15T11:21:00,7.1,partial,moderate,0,0.0,True,food_grains,True,SEG-0023,30.7,SDRF,234633,0,199.1,high,2023-24
DSR-01197,SEG-0061,D-AR-06,AR,NH-13,landslide,LS-02073,2024-06-15T21:00:00,2024-06-17T05:18:00,32.3,full,moderate,38,163.0,False,relief_supplies,True,SEG-0060,128.3,SDRF,2101088,517864,434.0,high,2023-24
DSR-02159,SEG-0013,D-ML-01,ML,NH-6,accident_blockage,,2024-06-16T22:45:00,2024-06-17T11:57:00,13.2,full,moderate,18,114.1,True,construction_material,True,SEG-0014,64.7,NDRF,348077,500219,165.7,very_high,2023-24
DSR-01614,SEG-0058,D-AR-01,AR,NH-13,landslide,LS-02819,2024-06-17T12:15:00,2024-06-17T18:03:00,5.8,full,major,45,191.1,False,lpg_cylinders,True,SEG-0059,111.7,SDRF,338561,656437,423.0,high,2023-24
DSR-01492,SEG-0034,D-MZ-04,MZ,NH-306,landslide,LS-02594,2024-06-17T12:30:00,2024-06-17T14:36:00,2.1,partial,minor,0,0.0,True,vaccines,True,SEG-0033,111.1,BRO (Border Roads Organisation),59175,0,532.2,high,2023-24
DSR-01517,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-02640,2024-06-17T22:45:00,2024-06-18T01:03:00,2.3,partial,minor,51,239.8,False,vaccines,True,SEG-0050,24.7,NHIDCL,177952,1036077,262.0,very_high,2023-24
DSR-01399,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-02428,2024-06-18T10:30:00,2024-06-21T06:36:00,68.1,full,moderate,59,289.5,True,fuel,True,SEG-0051,21.7,NHIDCL,8876786,396788,195.8,very_high,2023-24
DSR-01122,SEG-0062,D-AS-09,AS,NH-13-W,landslide,LS-01940,2024-06-18T12:30:00,2024-06-18T22:48:00,10.3,partial,moderate,42,372.5,True,lpg_cylinders,True,SEG-0063,57.2,SDRF,886844,734710,401.1,high,2023-24
DSR-01180,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02046,2024-06-20T07:45:00,2024-06-20T08:45:00,1.0,full,catastrophic,10,65.9,True,vaccines,True,SEG-0047,8.8,NHIDCL,83445,75880,250.3,very_high,2023-24
DSR-01554,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-02710,2024-06-21T09:45:00,2024-06-21T13:39:00,3.9,partial,minor,0,0.0,True,food_grains,True,SEG-0026,53.3,NDRF,284876,0,537.4,high,2023-24
DSR-01363,SEG-0048,D-SK-01,SK,NH-10,landslide,LS-02369,2024-06-21T17:00:00,2024-06-21T18:30:00,1.5,partial,minor,29,134.5,False,medicines,True,SEG-0052,65.2,BRO (Border Roads Organisation),199339,267163,308.9,high,2023-24
DSR-01509,SEG-0070,D-AS-02,AS,NH-36,landslide,LS-02629,2024-06-21T21:00:00,2024-06-22T05:12:00,8.2,full,major,23,74.8,False,construction_material,True,SEG-0071,37.4,State PWD,78850,399525,126.2,low,2023-24
DSR-01135,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-01964,2024-06-21T23:00:00,2024-06-22T17:48:00,18.8,full,moderate,54,202.8,False,vaccines,True,SEG-0016,48.0,BRO (Border Roads Organisation),555097,540578,625.8,high,2023-24
DSR-01286,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-02216,2024-06-22T01:15:00,2024-06-23T11:39:00,34.4,full,moderate,42,348.1,False,medicines,True,SEG-0014,85.3,BRO (Border Roads Organisation),4308189,1120028,673.9,very_high,2023-24
DSR-01397,SEG-0035,D-MZ-01,MZ,NH-306,landslide,LS-02419,2024-06-22T03:15:00,2024-07-04T19:27:00,304.2,full,major,32,203.6,False,food_grains,True,SEG-0034,85.4,BRO (Border Roads Organisation),8782053,662970,116.9,high,2023-24
DSR-01137,SEG-0005,D-AS-01,AS,NH-27,landslide,LS-01970,2024-06-22T05:00:00,2024-06-22T06:00:00,1.0,partial,minor,0,0.0,False,fuel,True,SEG-0004,70.8,BRO (Border Roads Organisation),128552,0,393.2,low,2023-24
DSR-01484,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-02580,2024-06-22T13:15:00,2024-06-22T20:45:00,7.5,partial,moderate,79,582.1,True,vaccines,True,SEG-0050,23.9,State PWD,315921,1980970,222.9,very_high,2023-24
DSR-01641,SEG-0034,D-MZ-04,MZ,NH-306,protest_blockade,,2024-06-22T14:15:00,2024-06-23T06:03:00,15.8,full,moderate,0,0.0,True,vaccines,True,SEG-0033,160.5,NDRF,647544,0,105.6,high,2023-24
DSR-01956,SEG-0065,D-AR-05,AR,NH-315,flood,,2024-06-23T05:30:00,2024-07-05T23:18:00,305.8,full,major,62,254.7,False,fuel,True,SEG-0061,133.7,BRO (Border Roads Organisation),3466184,868698,190.5,high,2023-24
DSR-01762,SEG-0009,D-AS-03,AS,NH-27,road_subsidence,,2024-06-23T08:00:00,2024-06-27T05:00:00,93.0,full,major,18,90.0,True,lpg_cylinders,True,SEG-0008,88.1,SDRF,3619338,280160,67.3,low,2023-24
DSR-01891,SEG-0053,D-SK-03,SK,NH-510,road_subsidence,,2024-06-23T19:15:00,2024-06-29T02:15:00,127.0,full,major,62,421.5,False,fuel,True,SEG-0052,60.2,NDRF,5772864,836277,157.5,high,2023-24
DSR-01483,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-02579,2024-06-23T22:15:00,2024-06-24T08:15:00,10.0,partial,moderate,22,142.0,False,fuel,True,SEG-0050,36.1,State PWD,925442,262215,551.9,very_high,2023-24
DSR-01510,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02630,2024-06-24T07:15:00,2024-06-24T11:15:00,4.0,partial,moderate,0,0.0,False,medicines,True,SEG-0001,414.1,NDRF,248583,0,584.4,very_high,2023-24
DSR-01210,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-02095,2024-06-24T22:30:00,2024-06-25T06:12:00,7.7,partial,moderate,0,0.0,True,construction_material,True,SEG-0014,75.8,BRO (Border Roads Organisation),728374,0,33.3,very_high,2023-24
DSR-01455,SEG-0047,D-SK-01,SK,NH-10,landslide,LS-02522,2024-06-25T04:45:00,2024-06-25T10:21:00,5.6,partial,minor,43,260.9,False,agri_produce,True,SEG-0046,105.6,BRO (Border Roads Organisation),573570,1138911,525.6,high,2023-24
DSR-01478,SEG-0062,D-AS-09,AS,NH-13-W,landslide,LS-02568,2024-06-25T08:00:00,2024-06-26T05:54:00,21.9,full,moderate,40,258.1,True,relief_supplies,True,SEG-0063,43.2,SDRF,1228322,622393,405.6,high,2023-24
DSR-01234,SEG-0047,D-SK-01,SK,NH-10,landslide,LS-02128,2024-06-25T08:15:00,2024-06-25T09:27:00,1.2,partial,minor,5,16.3,True,medicines,True,SEG-0048,20.8,State PWD,35157,45443,200.7,high,2023-24
DSR-01760,SEG-0041,D-TR-03,TR,NH-8,road_subsidence,,2024-06-25T15:45:00,2024-06-29T00:03:00,80.3,full,major,82,596.3,False,medicines,True,SEG-0042,27.8,NDRF,2535263,1084520,238.8,low,2023-24
DSR-01497,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-02610,2024-06-26T15:45:00,2024-06-27T00:45:00,9.0,partial,moderate,68,183.6,True,vaccines,True,SEG-0067,97.3,SDRF,130878,691631,434.3,very_high,2023-24
DSR-01873,SEG-0053,D-SK-03,SK,NH-510,flood,,2024-06-27T20:15:00,2024-07-14T11:03:00,398.8,full,major,78,445.5,True,fuel,True,SEG-0052,43.2,NHIDCL,12821584,1311197,279.6,high,2023-24
DSR-01534,SEG-0021,D-NL-02,NL,NH-2,landslide,LS-02668,2024-06-27T20:30:00,2024-06-27T22:42:00,2.2,partial,moderate,96,629.5,True,agri_produce,True,SEG-0022,27.0,NDRF,88275,1002526,521.1,high,2023-24
DSR-01395,SEG-0050,D-SK-02,SK,NH-310,landslide,LS-02417,2024-06-27T22:15:00,2024-06-29T08:57:00,34.7,full,major,65,509.6,False,relief_supplies,True,SEG-0049,38.0,NDRF,1460285,1293934,110.3,very_high,2023-24
DSR-01929,SEG-0018,D-AS-10,AS,NH-27-SPUR,flood,,2024-06-27T23:30:00,2024-07-03T08:18:00,128.8,full,major,35,142.5,False,relief_supplies,True,SEG-0017,221.0,BRO (Border Roads Organisation),1756175,212655,593.8,moderate,2023-24
DSR-01687,SEG-0031,D-MN-02,MN,NH-2-S,fallen_tree,,2024-06-28T04:45:00,2024-06-29T07:39:00,26.9,full,moderate,105,589.4,False,construction_material,True,SEG-0024,94.7,NDRF,1198671,1596187,82.4,moderate,2023-24
DSR-01545,SEG-0004,D-AS-01,AS,NH-27,landslide,LS-02685,2024-07-01T01:30:00,2024-07-01T02:30:00,1.0,partial,minor,20,101.1,False,construction_material,True,SEG-0003,69.2,SDRF,122720,439018,592.8,low,2023-24
DSR-01604,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-02805,2024-07-01T02:45:00,2024-07-01T05:57:00,3.2,partial,minor,39,329.9,True,fuel,True,SEG-0052,76.7,NDRF,180148,1313339,344.3,high,2023-24
DSR-01449,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-02510,2024-07-01T06:45:00,2024-07-01T08:21:00,1.6,partial,moderate,0,0.0,True,construction_material,True,SEG-0014,75.6,BRO (Border Roads Organisation),191365,0,61.8,very_high,2023-24
DSR-01268,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-02188,2024-07-01T23:30:00,2024-07-02T10:24:00,10.9,partial,moderate,0,0.0,True,construction_material,True,SEG-0021,95.4,NDRF,766714,0,604.0,high,2023-24
DSR-01316,SEG-0062,D-AS-09,AS,NH-13-W,landslide,LS-02270,2024-07-02T07:15:00,2024-07-02T08:15:00,1.0,partial,minor,0,0.0,True,lpg_cylinders,True,SEG-0007,161.7,BRO (Border Roads Organisation),89729,0,267.6,high,2023-24
DSR-01477,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02566,2024-07-02T17:00:00,2024-07-04T01:36:00,32.6,full,moderate,153,1362.8,False,agri_produce,True,SEG-0001,282.0,State PWD,2250011,4782408,185.1,very_high,2023-24
DSR-01314,SEG-0071,D-AS-08,AS,NH-36,landslide,LS-02267,2024-07-02T17:15:00,2024-07-04T16:03:00,46.8,full,moderate,65,176.6,True,food_grains,True,SEG-0070,228.4,SDRF,2590333,792259,551.0,moderate,2023-24
DSR-01551,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-02703,2024-07-02T18:15:00,2024-07-02T19:15:00,1.0,partial,minor,0,0.0,True,lpg_cylinders,True,SEG-0026,51.5,BRO (Border Roads Organisation),34225,0,359.1,high,2023-24
DSR-01451,SEG-0037,D-MZ-01,MZ,NH-302,landslide,LS-02514,2024-07-03T00:00:00,2024-07-04T14:18:00,38.3,full,moderate,37,235.2,True,construction_material,True,SEG-0035,89.8,State PWD,779154,477150,246.8,high,2023-24
DSR-01389,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-02408,2024-07-03T21:45:00,2024-07-07T13:51:00,88.1,full,major,42,187.0,False,medicines,True,SEG-0050,20.2,BRO (Border Roads Organisation),8906046,855700,74.1,very_high,2023-24
DSR-01794,SEG-0064,D-AR-03,AR,NH-13-W,fallen_tree,,2024-07-04T13:00:00,2024-07-05T16:00:00,27.0,full,moderate,89,231.2,True,fuel,True,SEG-0063,40.9,NHIDCL,636231,813976,53.7,very_high,2023-24
DSR-01220,SEG-0012,D-AS-01,AS,NH-6,landslide,LS-02106,2024-07-06T04:30:00,2024-07-06T20:12:00,15.7,full,moderate,57,147.3,False,medicines,True,SEG-0005,218.5,BRO (Border Roads Organisation),1660056,224410,20.0,high,2023-24
DSR-01504,SEG-0014,D-ML-01,ML,NH-6,landslide,LS-02619,2024-07-06T17:15:00,2024-07-07T05:57:00,12.7,full,moderate,109,636.4,False,lpg_cylinders,True,SEG-0013,56.3,SDRF,553021,2084948,823.5,high,2023-24
DSR-01598,SEG-0046,D-WB-01,WB,NH-10,landslide,LS-02798,2024-07-07T05:30:00,2024-07-07T15:42:00,10.2,partial,moderate,78,488.4,False,vaccines,True,SEG-0047,13.4,SDRF,1189860,1893334,505.3,very_high,2023-24
DSR-01466,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-02544,2024-07-07T15:15:00,2024-07-07T16:39:00,1.4,partial,minor,31,105.6,False,fuel,True,SEG-0012,57.8,NDRF,41982,475928,803.4,very_high,2023-24
DSR-01723,SEG-0004,D-AS-01,AS,NH-27,bridge_damage,,2024-07-08T09:45:00,2024-07-31T03:51:00,546.1,full,major,120,1018.1,True,vaccines,True,SEG-0017,253.3,BRO (Border Roads Organisation),8373242,4500754,192.8,low,2023-24
DSR-01376,SEG-0057,D-AR-01,AR,NH-15,landslide,LS-02390,2024-07-08T10:30:00,2024-07-08T11:30:00,1.0,partial,minor,0,0.0,True,lpg_cylinders,True,SEG-0056,217.0,SDRF,45099,0,486.2,moderate,2023-24
DSR-02126,SEG-0068,D-AS-08,AS,NH-27-DH,road_subsidence,,2024-07-08T13:15:00,2024-08-11T17:03:00,819.8,full,catastrophic,75,661.4,True,fuel,True,SEG-0069,84.2,NHIDCL,23597993,977679,71.4,high,2023-24
DSR-01565,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-02727,2024-07-09T12:30:00,2024-07-10T06:24:00,17.9,full,moderate,52,367.9,True,vaccines,True,SEG-0063,72.3,State PWD,524425,576592,280.8,very_high,2023-24
DSR-01527,SEG-0059,D-AR-04,AR,NH-13,landslide,LS-02657,2024-07-09T20:30:00,2024-07-11T01:48:00,29.3,full,moderate,120,409.5,True,fuel,True,SEG-0058,65.0,SDRF,1644591,2001753,261.1,very_high,2023-24
DSR-02233,SEG-0012,D-AS-01,AS,NH-6,flood,,2024-07-10T03:00:00,2024-07-18T05:12:00,194.2,full,major,80,666.9,False,relief_supplies,True,SEG-0017,162.0,BRO (Border Roads Organisation),4747621,1518138,462.3,high,2023-24
DSR-01829,SEG-0011,D-AS-04,AS,NH-27,road_subsidence,,2024-07-10T05:30:00,2024-07-16T07:24:00,145.9,full,major,88,317.7,False,medicines,True,SEG-0010,108.8,NDRF,3410179,715138,294.2,low,2023-24
DSR-01409,SEG-0061,D-AR-06,AR,NH-13,landslide,LS-02441,2024-07-10T08:45:00,2024-07-11T19:15:00,34.5,full,moderate,1,3.3,False,lpg_cylinders,True,SEG-0060,142.7,BRO (Border Roads Organisation),4360071,8375,175.5,high,2023-24
DSR-01267,SEG-0059,D-AR-04,AR,NH-13,landslide,LS-02187,2024-07-10T15:45:00,2024-07-10T18:03:00,2.3,partial,minor,10,76.0,True,agri_produce,True,SEG-0060,69.1,NDRF,110126,210945,385.9,very_high,2023-24
DSR-01156,SEG-0015,D-ML-02,ML,NH-6,landslide,LS-02003,2024-07-11T03:15:00,2024-07-11T04:15:00,1.0,partial,minor,11,38.3,True,vaccines,True,SEG-0014,85.2,NHIDCL,108492,169500,375.6,high,2023-24
DSR-01548,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-02699,2024-07-11T09:00:00,2024-07-12T11:42:00,26.7,full,moderate,75,474.4,False,construction_material,True,SEG-0067,51.3,BRO (Border Roads Organisation),1014175,1379730,232.4,very_high,2023-24
DSR-01866,SEG-0029,D-MN-04,MN,NH-37,bridge_damage,,2024-07-11T14:30:00,2024-08-07T11:24:00,644.9,full,major,69,271.9,False,vaccines,True,SEG-0028,84.1,SDRF,5554539,1167348,293.6,moderate,2023-24
DSR-01437,SEG-0062,D-AS-09,AS,NH-13-W,landslide,LS-02489,2024-07-13T08:00:00,2024-07-13T10:42:00,2.7,partial,minor,59,467.0,False,relief_supplies,True,SEG-0056,199.9,BRO (Border Roads Organisation),104730,1597214,485.0,high,2023-24
DSR-01127,SEG-0013,D-ML-01,ML,NH-6,landslide,LS-01948,2024-07-13T22:00:00,2024-07-14T01:00:00,3.0,partial,minor,0,0.0,False,construction_material,True,SEG-0014,41.2,NHIDCL,256159,0,867.6,very_high,2023-24
DSR-01178,SEG-0063,D-AR-03,AR,NH-13-W,landslide,LS-02042,2024-07-14T04:30:00,2024-07-14T07:24:00,2.9,partial,minor,0,0.0,False,fuel,True,SEG-0064,130.7,SDRF,235543,0,352.0,high,2023-24
DSR-01620,SEG-0059,D-AR-04,AR,NH-13,landslide,LS-02827,2024-07-14T15:00:00,2024-07-14T18:42:00,3.7,partial,minor,0,0.0,True,relief_supplies,True,SEG-0060,91.4,NDRF,454959,0,201.9,very_high,2023-24
DSR-01588,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-02785,2024-07-14T21:15:00,2024-07-15T00:03:00,2.8,partial,minor,0,0.0,True,agri_produce,True,SEG-0054,22.8,NHIDCL,26384,0,463.8,high,2023-24
DSR-02155,SEG-0004,D-AS-01,AS,NH-27,bridge_damage,,2024-07-15T07:30:00,2024-08-11T10:24:00,650.9,full,major,13,102.1,False,lpg_cylinders,True,SEG-0017,217.0,BRO (Border Roads Organisation),6560198,291275,61.5,low,2023-24
DSR-01523,SEG-0065,D-AR-05,AR,NH-315,landslide,LS-02652,2024-07-15T17:30:00,2024-07-16T22:00:00,28.5,full,moderate,143,1169.4,False,construction_material,True,SEG-0061,60.9,SDRF,1592463,5456569,277.8,high,2023-24
DSR-01618,SEG-0028,D-MN-01,MN,NH-37,landslide,LS-02823,2024-07-16T02:15:00,2024-07-18T09:21:00,55.1,full,moderate,179,1456.7,True,lpg_cylinders,True,SEG-0029,72.6,NDRF,5520399,4921714,509.7,high,2023-24
DSR-01827,SEG-0066,D-AR-09,AR,NH-315,bridge_damage,,2024-07-16T19:45:00,2024-08-02T07:45:00,396.0,full,major,17,61.5,True,food_grains,True,SEG-0067,97.3,SDRF,15935952,215770,181.8,very_high,2023-24
DSR-01216,SEG-0034,D-MZ-04,MZ,NH-306,landslide,LS-02102,2024-07-17T00:15:00,2024-07-17T01:15:00,1.0,partial,minor,183,1001.5,True,lpg_cylinders,True,SEG-0033,150.0,NHIDCL,119646,1828687,597.2,high,2023-24
DSR-01300,SEG-0064,D-AR-03,AR,NH-13-W,landslide,LS-02239,2024-07-17T12:00:00,2024-07-17T15:54:00,3.9,partial,minor,5,38.1,False,relief_supplies,True,SEG-0063,68.5,State PWD,239077,56568,237.0,very_high,2023-24
DSR-01813,SEG-0007,D-AS-09,AS,NH-27,fallen_tree,,2024-07-18T15:30:00,2024-07-19T17:48:00,26.3,full,moderate,66,249.3,True,vaccines,True,SEG-0006,66.4,SDRF,422054,477668,162.9,low,2023-24
DSR-01110,SEG-0053,D-SK-03,SK,NH-510,landslide,LS-01920,2024-07-18T17:30:00,2024-07-22T11:54:00,90.4,full,major,125,472.8,False,medicines,True,SEG-0052,57.3,SDRF,4952338,1065059,612.1,high,2023-24
DSR-01360,SEG-0022,D-NL-01,NL,NH-2,landslide,LS-02364,2024-07-18T23:15:00,2024-07-19T06:57:00,7.7,partial,moderate,0,0.0,False,lpg_cylinders,True,SEG-0025,127.0,SDRF,774569,0,129.7,high,2023-24
DSR-01196,SEG-0029,D-MN-04,MN,NH-37,landslide,LS-02072,2024-07-19T00:30:00,2024-07-19T01:30:00,1.0,partial,minor,12,98.3,True,medicines,True,SEG-0030,89.4,NHIDCL,121530,365411,260.7,moderate,2023-24
DSR-01578,SEG-0037,D-MZ-01,MZ,NH-302,landslide,LS-02762,2024-07-19T00:30:00,2024-07-19T01:30:00,1.0,partial,minor,30,94.5,False,lpg_cylinders,True,SEG-0034,137.5,BRO (Border Roads Organisation),18782,139664,415.6,high,2023-24
DSR-01299,SEG-0051,D-SK-02,SK,NH-310,landslide,LS-02238,2024-07-19T04:00:00,2024-07-19T05:00:00,1.0,partial,minor,92,357.8,False,fuel,True,SEG-0050,21.0,State PWD,92203,856161,420.5,very_high,2023-24
DSR-01797,SEG-0071,D-AS-08,AS,NH-36,flood,,2024-07-19T23:00:00,2024-07-31T21:36:00,286.6,full,major,28,160.9,False,agri_produce,True,SEG-0021,83.0,NDRF,2551146,503066,289.6,moderate,2023-24
DSR-02019,SEG-0048,D-SK-01,SK,NH-10,road_subsidence,,2024-07-20T14:00:00,2024-07-25T07:36:00,113.6,full,major,0,0.0,False,food_grains,True,SEG-0049,48.8,BRO (Border Roads Organisation),4711787,0,105.2,high,2023-24
DSR-01556,SEG-0025,D-NL-01,NL,NH-29,landslide,LS-02714,2024-07-20T21:15:00,2024-07-21T02:21:00,5.1,partial,moderate,26,135.5,True,construction_material,True,SEG-0026,64.7,State PWD,414877,473681,561.0,high,2023-24
DSR-01803,SEG-0053,D-SK-03,SK,NH-510,accident_blockage,,2024-07-21T16:00:00,2024-07-22T15:00:00,23.0,full,moderate,126,527.0,False,construction_material,True,SEG-0052,94.8,NHIDCL,619520,2111215,159.5,high,2023-24
DSR-01227,SEG-0054,D-SK-03,SK,NH-510,landslide,LS-02116,2024-07-22T13:30:00,2024-07-23T08:06:00,18.6,full,moderate,78,333.9,False,food_grains,True,SEG-0055,16.0,State PWD,374858,660578,79.5,high,2023-24
DSR-01162,SEG-0023,D-MN-05,MN,NH-2,landslide,LS-02011,2024-07-22T19:30:00,2024-07-23T06:42:00,11.2,partial,moderate,3,16.8,False,medicines,True,SEG-0024,90.7,NHIDCL,1044358,52009,493.2,moderate,2023-24
DSR-01495,SEG-0022,D-NL-01,NL,NH-2,landslide,LS-02608,2024-07-22T21:45:00,2024-07-22T22:45:00,1.0,partial,minor,50,232.0,True,lpg_cylinders,True,SEG-0025,98.9,SDRF,81533,284607,499.1,high,2023-24
DSR-01479,SEG-0036,D-MZ-05,MZ,NH-306,landslide,LS-02569,2024-07-23T06:15:00,2024-07-23T09:21:00,3.1,partial,minor,105,930.6,False,medicines,True,SEG-0035,81.8,NDRF,189262,3354269,439.3,high,2023-24
DSR-01340,SEG-0066,D-AR-09,AR,NH-315,landslide,LS-02318,2024-07-23T23:00:00,2024-07-26T15:18:00,64.3,full,moderate,81,448.7,True,fuel,True,SEG-0065,119.1,SDRF,4112513,634467,62.3,very_high,2023-24
